type,name,namespace,threat_type,description,removed_at,malware,legitimate_package
npm,use-ripples,,false_positive,"Possible package confusion of use - Explanation: The package 'use-ripples' has a name that suggests it could be related to 'use', but the description is minimal and does not provide enough information to determine its purpose. The maintainer 'hota1024' is not recognized as a well-known maintainer in the npm community, which raises suspicion. The lack of a detailed description and the similarity in name suggest it could be a typosquat.",,,use
npm,usual-utils,,false_positive,Possible package confusion of utils,,,utils
npm,util,@tailjs,false_positive,"Possible `scope confusion` package confusion of [util]

Explanation: The package '@tailjs/util' is very similar to the legitimate 'util' package but adds a namespace that could potentially be misleading. The edit distance of 8 combined with the namespace addition makes it likely to deceive users, and the namespace does not clearly match a known organization since the maintainer ('nielskuhnel') is not known to be associated with a legitimate update of util. Furthermore, the lack of a README increases suspicion and suggests that the package might be a fork intended to impersonate or confuse users rather than offering a distinct purpose. Risk level: High).",,,util
npm,util.promisify,@nolyfill,false_positive,Possible package confusion of util.promisify,,,util.promisify
npm,util.promisify,@types,false_positive,"Possible `scope confusion` package confusion of [util.promisify]

Explanation: The package '@types/util.promisify' is an intentional mimic of 'util.promisify' due to the addition of the '@types/' namespace, which is commonly used for type definitions in TypeScript. This creates potential confusion for users. The maintainers are known in the npm community, which reduces suspicion, but the namespace change and similarity in names suggest it could be adversarial. The purpose of '@types/util.promisify' is not distinct from 'util.promisify', and it does not appear to be a fork based on the naming conventions.",,,util.promisify
npm,utils,@aidc,false_positive,"Possible `scope confusion` package confusion of [utils]

Explanation: The package '@aidc/utils' lacks a description and uses a namespace that does not clearly indicate a legitimate organization or user. The maintainers are not widely recognized in the npm community, and the absence of README data makes it difficult to ascertain its purpose. The namespace '@aidc' does not appear to be a common or known organization, which raises suspicion of typosquatting.",,,utils
npm,utils,@apttec,false_positive,Possible package confusion of utils,,,utils
npm,utils,@aralia,false_positive,Possible package confusion of utils,,,utils
npm,utils,@atomrx,false_positive,Possible package confusion of utils,,,utils
npm,utils,@aulazero,false_positive,"Possible `scope confusion` package confusion of [utils]

Explanation: The package '@aulazero/utils' lacks a description and uses a namespace that does not clearly indicate a legitimate organization or user. The absence of README data and the generic nature of the name 'utils' suggest it could be a typosquat, especially since the legitimate package 'utils' is a well-known utility library.",,,utils
npm,utils,@awsless,false_positive,Possible package confusion of utils,,,utils
npm,utils,@birman,false_positive,Possible package confusion of utils,,,utils
npm,utils,@cclr,false_positive,Possible package confusion of utils,,,utils
npm,utils,@chatify,false_positive,Possible package confusion of utils,,,utils
npm,utils,@csqcsq,false_positive,Possible package confusion of utils,,,utils
npm,utils,@darkpos,false_positive,Possible package confusion of utils,,,utils
npm,utils,@dodoex,false_positive,Possible package confusion of utils,,,utils
npm,utils,@domql,false_positive,"Possible scope confusion package confusion of utils - Explanation: The package '@domql/utils' lacks a description and uses a namespace that does not clearly indicate a legitimate organization or user. The lack of description and the generic nature of the name 'utils' combined with the namespace '@domql' raises suspicion of typosquatting. The maintainer 'nikoloza' is not recognized as a known maintainer in the npm community, adding to the suspicion.",,,utils
npm,utils,@dudojs,false_positive,Possible package confusion of utils,,,utils
npm,utils,@duplojs,false_positive,"Possible `scope confusion` package confusion of [utils]

Explanation: The package name '@duplojs/utils' is nearly identical to the legitimate 'utils', with only the addition of the organizational scope '@duplojs'. This minor modification (scope addition) can be deceptive for users and falls under adversarial naming due to scope confusion and asemantic substitution. There is no indication based on the package name that it is a fork (no obvious username suffix or fork indicator) or that it serves a distinct purpose when compared to 'utils'. Additionally, the description is minimal and largely consists of badges and a header, which neither clarifies unique functionality nor mitigates the potential for user deception. The maintainers also differ, adding further uncertainty regarding legitimacy. Together, these factors result in a classification where the package name is adversarial and exhibits suspicious intent. Risk level: High).",,,utils
npm,utils,@easyest,false_positive,Possible package confusion of utils,,,utils
npm,utils,@finalapp,false_positive,Possible package confusion of utils,,,utils
npm,utils,@gaoges,false_positive,Possible package confusion of utils,,,utils
npm,utils,@ghom,false_positive,Possible package confusion of utils,,,utils
npm,utils,@gmana,false_positive,Possible package confusion of @mantine/utils,,,@mantine/utils
npm,utils,@gnyio,false_positive,"Possible `scope confusion` package confusion of [utils]

Explanation: The package '@gnyio/utils' is nearly identical to the legitimate 'Utils' in its naming, differing only by the namespace. This small modification can be confusing to users given that the legitimate package is known simply as 'Utils'. The '@gnyio' scope does not clearly match the organizational or author identity of the legit package, making it appear as if it might be an attempt to mimic the original. Furthermore, the lack of a README adds to the suspicion. There is no evidence from the name that this is a fork (i.e. no clear username indication) nor that it has a distinct purpose. The maintainers listed do not match those of the legitimate package. Based solely on the name similarities and accompanying metadata, the package exhibits characteristics of an adversarial name with suspicious intent. Risk level: Medium).",,,utils
npm,utils,@harvestr-api,false_positive,Possible package confusion of @polkadot-api/utils,,,@polkadot-api/utils
npm,utils,@hhgtech,false_positive,"Possible `scope confusion` package confusion of [utils]

Explanation: The package '@hhgtech/utils' lacks a README and uses a namespace that could mimic an organization, making it potentially suspicious. The maintainers are not widely recognized, and the namespace does not clearly indicate a legitimate organization. The lack of description and the generic nature of the package name 'utils' contribute to the suspicion.",,,utils
npm,utils,@initia,false_positive,Possible package confusion of utils,,,utils
npm,utils,@iyulab,false_positive,Possible package confusion of utils,,,utils
npm,utils,@knaus94,false_positive,Possible package confusion of utils,,,utils
npm,utils,@krutoo,false_positive,Possible package confusion of utils,,,utils
npm,utils,@liutsing,false_positive,Possible package confusion of utils,,,utils
npm,utils,@mcswift,false_positive,Possible package confusion of utils,,,utils
npm,utils,@meer-js,stealthy package confusion,"Possible scope confusion package confusion of @near-js/utils - Explanation: The package '@meer-js/utils' has a very similar name to '@near-js/utils', differing by only one character, which is a common pattern in typosquatting. The description of '@meer-js/utils' is also very similar to '@near-js/utils', indicating it might be trying to mimic the legitimate package. The maintainer 'mikedotexe' is not recognized as a known maintainer in the npm community, adding to the suspicion. The namespace '@meer-js' does not clearly relate to a known organization or user, which further suggests it could be a typosquat.",,,@near-js/utils
npm,utils,@memorize,false_positive,Possible package confusion of utils,,,utils
npm,utils,@meoc,false_positive,Possible package confusion of utils,,,utils
npm,utils,@miniu,false_positive,Possible package confusion of utils,,,utils
npm,utils,@natchy,false_positive,Possible package confusion of @platformatic/utils,,,@platformatic/utils
npm,utils,@nmix,false_positive,Possible package confusion of utils,,,utils
npm,utils,@nocobase,false_positive,Possible package confusion of @platformatic/utils,,,@platformatic/utils
npm,utils,@orbifold,false_positive,Possible package confusion of utils,,,utils
npm,utils,@pashoo2,false_positive,Possible package confusion of utils,,,utils
npm,utils,@personio,false_positive,Possible package confusion of utils,,,utils
npm,utils,@realpay,false_positive,"Possible scope confusion package confusion of utils - Explanation: The package '@realpay/utils' lacks a description and uses a namespace that could mimic an organization, which makes it potentially suspicious. The maintainer 'hayitbek' is not recognized as a known maintainer in the npm community, and the lack of README data further adds to the suspicion.",,,utils
npm,utils,@ruabick,false_positive,Possible package confusion of utils,,,utils
npm,utils,@runbook,false_positive,Possible package confusion of utils,,,utils
npm,utils,@sanhook,false_positive,Possible package confusion of utils,,,utils
npm,utils,@solanafm,false_positive,Possible package confusion of utils,,,utils
npm,utils,@suijian,stealthy package confusion,"Possible scope confusion package confusion of utils - Explanation: The package '@suijian/utils' uses a namespace that does not clearly relate to a known organization or user, and the description is minimal and generic, which raises suspicion. The maintainer 'liam-coder' is not recognized as a known maintainer in the npm community, and the namespace does not appear to be a common development namespace. The lack of detailed description and the use of a common package name 'utils' further contribute to the suspicion of typosquatting.",,,utils
npm,utils,@thats,false_positive,Possible package confusion of utils,,,utils
npm,utils,@tmagic,false_positive,Possible package confusion of utils,,,utils
npm,utils,@vechaiui,false_positive,Possible package confusion of utils,,,utils
npm,utils,@vis-three,false_positive,Possible package confusion of vis-util,,,vis-util
npm,utils,@vitessce,false_positive,Possible package confusion of utils,,,utils
npm,utils,@waystone,false_positive,"Possible `scope confusion` package confusion of [utils]

Explanation: The package '@waystone/utils' lacks a description and uses a namespace that could mimic an organization, which makes it potentially suspicious. The lack of README data and the fact that 'Utils' is a common package name further contribute to the suspicion. The maintainer 'draekien' is not recognized as a known maintainer in the npm community, adding to the suspicion.",,,utils
npm,utils,@wxfly,false_positive,Possible package confusion of utils,,,utils
npm,utils,@ximax,false_positive,Possible package confusion of utils,,,utils
npm,utils,@youknown,false_positive,Possible package confusion of utils,,,utils
npm,utils,@zhaokunkun,false_positive,Possible package confusion of @platformatic/utils,,,@platformatic/utils
npm,utils-core,@zelgadis87,false_positive,"Possible package confusion of unist-utils-core - Explanation: The package '@zelgadis87/utils-core' has no README data, which is abnormal. The namespace '@zelgadis87' does not clearly indicate a known organization or user related to 'unist-utils-core'. The names are not similar enough to be an obvious typosquat, but the lack of information and the use of a personal namespace make it suspicious.",,,unist-utils-core
npm,v2-core,@ariswap,stealthy package confusion,"Possible package confusion of [@uniswap/v3-core]

Explanation: The package '@ariswap/v2-core' has an edit distance of 3 from '@uniswap/v3-core' and the namespace appears to mimic the well‐known Uniswap branding by substituting only one character. This, along with clear similarities in naming structure and documentation mimicking Uniswap's core contracts, suggests that it is likely an intentional fork intended to cause confusion. In addition, there is no indication that the maintainers are established or that the purpose is distinct enough from the original. Therefore, based solely on the package name, it can be considered an adversarial name with potential typosquat intent. Risk level: High).",,,@uniswap/v3-core
npm,v3-core,@ariswap,stealthy package confusion,"Possible `scope confusion` package confusion of [@uniswap/v3-core]

Explanation: The package name '@ariswap/v3-core' has only a minor edit distance (2) compared to '@uniswap/v3-core', indicating an intentional mimicry. Its namespace '@ariswap' appears designed to parallel the well‐known '@uniswap' organization, and the package content closely follows that of the legitimate package. Furthermore, it appears to be a fork rather than an independent project, sharing almost identical metadata and structure. With a single maintainer ('ryukiller') who is not known to be associated with the original project, and considering the potential for user confusion in the namespace, the package exhibits suspicious intent. Risk level: High).",,,@uniswap/v3-core
npm,validator,@silviejs,false_positive,"Possible `scope confusion` package confusion of [validator]

Explanation: The package '@silviejs/validator' uses a namespace that does not clearly relate to a known organization or user, and the description is minimal, which could indicate a potential typosquat. The maintainer 'hmak' is not recognized as a known maintainer in the npm community, increasing suspicion.",,,validator
npm,vemp-lib,,false_positive,"Possible simplification package confusion of lib - Explanation: The package name 'vemp-lib' is similar to 'lib' with an added prefix, which could be misleading. The description of 'vemp-lib' is vague and does not provide enough information to determine its purpose or distinguish it from 'lib'. The maintainer 'nielvid' is not recognized as a known maintainer in the npm community, increasing suspicion. Without more context or a clear namespace, it appears potentially suspicious.",,,lib
npm,vercel-og,@wevm,false_positive,Possible package confusion of @vercel/og,,,@vercel/og
npm,version-git,,false_positive,"Possible package confusion of [git]

Explanation: The package name 'version-git' uses a prefix augmentation compared to 'git', and such minor modifications are common in adversarial naming schemes. Although its description is abnormal (missing README) it is similar to the legitimate package's metadata, and there is no clear indication it is a fork or designated test package. Furthermore, the maintainers are registered, which does not eliminate the risk, but the similarity in naming makes it potentially deceptive.Package is likely a potential typosquat threat.",,,git
npm,vertql,,false_positive,"Possible 1-step D-L dist package confusion of vercel - Explanation: The package 'vertql' has a name that is similar to 'vercel', with only minor character changes, which could confuse users. The lack of README data and the absence of a clear description or purpose further contribute to its suspicious nature. The maintainer 'nwienert' is not widely recognized in the npm community, adding to the suspicion.",,,vercel
npm,vida-sdk-ui,,false_positive,"Possible package confusion of @gooddata/sdk-ui - Explanation: The package 'vida-sdk-ui' has no README data, which is abnormal, and its name is similar to '@gooddata/sdk-ui'. The namespace 'vida_identity' is not recognized as a known maintainer, making it suspicious.",,,@gooddata/sdk-ui
npm,videt-cli,,false_positive,"Possible package confusion of [cli]

Explanation: The package name 'videt-cli' uses a prefix augmentation to mimic the legitimate 'cli' package, which can easily confuse users. The edit distance of 6, due to the added 'videt-' prefix, qualifies as an adversarial transformation. While the prompt states it is 'obviously a fork', there is no indication of a user-specific namespace that typically signifies a fork, and the lack of README data further raises suspicion. Additionally, there is no evidence of a distinct purpose, and the maintainer 'zhouxinpu' isn’t recognized as part of the original cli's community, leading to the conclusion that it has suspicious intent. Risk level: High).",,,cli
npm,visually-hidden,@destyler,false_positive,Possible package confusion of @atlaskit/visually-hidden,,,@atlaskit/visually-hidden
npm,visually-hidden,@purpurds,false_positive,Possible package confusion of @tamagui/visually-hidden,,,@tamagui/visually-hidden
npm,vlt,,false_positive,"Possible package confusion of [dlv]

Explanation: The package name 'vlt' is very similar to 'dlv' (edit distance of 2) and can easily deceive users by mimicking the original. The similarity in naming suggests adversarial intent, and the minimal description ('The vlt CLI') adds to the suspicion. Furthermore, even though the maintainers list includes known community figures, the observed naming change indicates that 'vlt' is positioned as a fork of 'dlv' rather than a plugin or an unrelated tool. Overall, based solely on the package name and minimal metadata, 'vlt' appears to be an intentional mimic with potential deceptive intent. Risk level: High).",,,dlv
npm,vm2-process,,false_positive,Possible package confusion of vm2,,,vm2
npm,vostok-auth-refresh,,false_positive,"Possible package confusion of [axios-auth-refresh]

Explanation: The package 'vostok-auth-refresh' has no README data, which is abnormal. The name 'vostok-auth-refresh' does not closely resemble 'axios-auth-refresh', but the lack of description and the absence of known maintainers make it suspicious. The maintainer 'mtnp' is not recognized as a known maintainer in the npm community, and there is no indication of a distinct purpose or intentional play on words. The namespace does not provide any context to suggest legitimacy.",,,axios-auth-refresh
npm,vscode-json-languageserver,@nevmn,false_positive,"Possible package confusion of vscode-json-languageservice - Explanation: The package '@nevmn/vscode-json-languageserver' has a very similar name to 'vscode-json-languageservice', differing only in the suffix. The namespace '@nevmn' does not clearly indicate a known organization or user, and the maintainer 'nevmn21' is not recognized as a known maintainer in the npm community. The descriptions are also very similar, suggesting potential typosquatting.",,,vscode-json-languageservice
npm,vue,@voerkai18n,false_positive,"Possible package confusion of [vue-i18n]

Explanation: The package '@voerkai18n/vue' is packaged under a scoped namespace that morphs the name in a way that mimics the well‐known 'vue-i18n'. The similarity in naming (using parts of the legitimate name rearranged or slightly modified) suggests an attempt to capitalize on recognition. The namespace, which appears as if it might represent an organization but differs from the legitimate package’s unscoped name, further contributes to possible user confusion. While the package appears to be a fork (as implied by the naming convention with the scope), its similarity to the well‐established 'vue-i18n' coupled with minimal unique description (“VoerkaI18n for Vue 3” vs “Internationalization plugin for Vue.js”) indicates potential deceptive intent. Additionally, the listed maintainer does not provide clear evidence of a legitimate relationship with the original package. For these reasons, even though there is a fork aspect, the package name is adversarial and raises suspicion of typosquatting. Risk level: High).",,,vue-i18n
npm,vue-app,@rsnuxt,stealthy package confusion,"Possible `scope confusion` package confusion of [@nuxt/vue-app]

Explanation: The package '@rsnuxt/vue-app' is only two edits away from the legitimate '@nuxt/vue-app', and its namespace adds an extra prefix ('rs') that appears designed to mimic the original name, leading to potential confusion. This close similarity in name (adversarial name) suggests intentional mimicry. Additionally, while the name indicates a fork of the original, there is no indication that the package serves a distinct purpose and the minimal metadata further increases the likelihood of deceptive intent. The presence of a known maintainer reduces risk somewhat, but overall the name similarity and potential for confusion justify classifying it as suspicious. Risk level: High).",,,@nuxt/vue-app
npm,vue-data-ui,,false_positive,Possible package confusion of @vue/devtools-ui,,,@vue/devtools-ui
npm,vue-daterangepicker,,false_positive,Possible package confusion of vue2-daterange-picker,,,vue2-daterange-picker
npm,vue-dia,,stealthy package confusion,"Possible `simplification` package confusion of [vue]

Explanation: The package name 'vue-dia' preserves the core 'vue' prefix and adds a suffix that only slightly alters it (edit distance of 4), which falls into a pattern of compound squatting with potential for user confusion. While there is no explicit namespace conflict, the similarity in naming combined with the absence of a README (a key piece of descriptive metadata) and the lack of recognized maintainers make it suspicious. Additionally, the name suggests it is a fork (given it is based on the original core name) and does not seem to serve a distinct purpose from 'vue'. Risk level: High).",,,vue
npm,vue-renderer,@rsnuxt,stealthy package confusion,"Possible `scope confusion` package confusion of [@nuxt/vue-renderer]

Explanation: The package '@rsnuxt/vue-renderer' differs only slightly from the legitimate '@nuxt/vue-renderer' (edit distance of 2) with a modified namespace that mimics the original scope. This intentional modification creates confusion regarding the origin of the package. The lack of a detailed README and metadata adds to its suspicious nature, and the provided maintainer does not match the known maintainers of the legitimate package. Overall, the naming strategy closely imitates '@nuxt/vue-renderer', indicating potential typosquatting with deceptive intent. Risk level: High).",,,@nuxt/vue-renderer
npm,wallet-account,@meer-js,stealthy package confusion,"Possible scope confusion package confusion of @near-js/wallet-account - Explanation: The package '@meer-js/wallet-account' has a very similar name to '@near-js/wallet-account', differing by only one letter, which is a common typosquatting technique. The description of '@meer-js/wallet-account' is also closely related to the legitimate package, suggesting it might be trying to mimic it. The maintainer 'mikedotexe' is not widely recognized, adding to the suspicion. The namespace '@meer-js' does not clearly indicate a legitimate organization or user, increasing the likelihood of it being a typosquat.",,,@near-js/wallet-account
npm,warbeast2000,,false_positive,Possible package confusion of textlint,2024-12-01 22:08:27.463,,textlint
npm,watcher,@teambit,false_positive,Possible package confusion of watcher,,,watcher
npm,web3-fruit,,stealthy package confusion,"Possible simplification package confusion of web3 - Explanation: The package 'web3-fruit' does not have a clear description or purpose, and its name closely resembles 'web3', which could confuse users. The maintainer 'joeweisenthal' is not recognized as a known maintainer in the npm community, increasing suspicion.",,,web3
npm,webinterface,@botsmk2,false_positive,Possible package confusion of @helia/interface,,,@helia/interface
npm,web-live-sdk,,false_positive,"Possible package confusion of [@square/web-sdk]

Explanation: The package 'web-live-sdk' is described as a 'security holding package', which often indicates a placeholder to prevent typosquatting. The name is similar enough to '@square/web-sdk' to potentially confuse users, especially since both involve 'web' and 'sdk'. There is no indication of a distinct purpose, intentional play on words, or known maintainers, making it likely a typosquat.",2025-01-04 17:27:06.070,,@square/web-sdk
npm,webpack-5-chain,,stealthy package confusion,"Possible `1-step D-L dist` package confusion of [webpack-chain]

Explanation: The package name 'webpack-5-chain' differs only minimally from 'webpack-chain' (edit distance of 2), with a simple augmentation that could confuse users. This qualifies as an adversarial name by adding a prefix/suffix component. Additionally, despite appearing to be a fork (given the name similarity and lack of distinct purpose), its description is almost identical to the legitimate package, thereby indicating suspicious intent. The maintainer 'sorrycc' is a known figure in the community, but that does not mitigate the high likelihood of deceptive mimicry. Risk level: High).",,,webpack-chain
npm,webpack-eslint-plugin,,stealthy package confusion,Possible package confusion of eslint-webpack-plugin,,,eslint-webpack-plugin
npm,webshot-node,@types,false_positive,"Possible package confusion of [types-node]

Explanation: The package '@types/webshot-node' has a namespace '@types/' which is common for type definitions, but the name 'webshot-node' does not closely resemble 'types-node'. The description is abnormal, making it difficult to determine its purpose. The maintainers are not well-known, and the namespace does not clearly indicate a legitimate organization or user. This raises suspicion of typosquatting.",,,types-node
npm,webtranslateit-cli,,false_positive,"Possible package confusion of [@transifex/cli]

Explanation: The package name 'webtranslateit-cli' bears a deceptive similarity to '@transifex/cli' by mimicking the key 'trans' component with 'translateit' and the common suffix 'cli'. Although the edit distance of 9 might seem high numerically, the structural similarity (common suffix, similar thematic context in i18n and translation) makes it potentially confusing. The name appears to be a fork rather than an entirely different project. Additionally, the description and minimal branding elements (ASCII art) provide little differentiation, which combined with the non-affiliation of the maintainer (gusbueno) compared to the recognized Transifex organization creates a suspicious picture. Therefore, it is considered an adversarial name with suspicious intent. Risk level: High).",,,@transifex/cli
npm,wedox,,false_positive,"Possible `1-step D-L dist` package confusion of [redux]

Explanation: The package name 'wedox' differs from 'redux' by one letter, a common typosquat technique (1-step Levenshtein distance), making it an adversarial name that could confuse users. There is no explicit indication that 'wedox' is a fork (no author attribution or explicit fork reference), nor does its description indicate a clearly distinct purpose from Redux. Despite the presence of known maintainer 'morten-olsen', the similarity in naming raises suspicion regarding its intent, resulting in an overall classification as suspicious.Package is adversarial and have similar purpose, so it's likely a typosquat.",,,redux
npm,weex-dev,,stealthy package confusion,"Possible package confusion of [save-dev]

Explanation: The package name 'weex-dev' is highly similar to 'save-dev' (despite an edit distance of 4) and follows a pattern that could mimic the legitimate package, making it an adversarial name. The instructions indicate that such a similarity should be flagged as not obvious non-typosquat. Furthermore, the metadata shows no README and a description that contains no clarifying details, which is especially concerning given that 'save-dev' is a security holding package. The provided guidance also suggests that this similarity implies a fork rather than a different purpose, with no indication that the package is intended for testing. Lastly, the maintainer ('superhotuser12') does not match a known maintainer in the npm community, increasing the suspicion of typosquatting. Risk level: High).",2025-02-26 08:26:56.766,,save-dev
npm,wes-sdk,,false_positive,Possible package confusion of aws-sdk,,,aws-sdk
npm,which-boxed-primitive,@types,false_positive,"Possible `scope confusion` package confusion of [which-boxed-primitive]

Explanation: The package '@types/which-boxed-primitive' is a namespaced version of 'which-boxed-primitive', which could confuse users due to the '@types/' prefix commonly associated with type definitions in TypeScript. This creates a potential for deception, making it an adversarial name. However, it does not appear to be a fork as there is no indication in the name or description that it is derived from 'which-boxed-primitive'. The maintainers are known, which reduces suspicion, but the namespace difference and potential for user confusion still classify it as suspicious.",,,which-boxed-primitive
npm,which-typed-array,@nolyfill,false_positive,Possible package confusion of which-typed-array,,,which-typed-array
npm,whitebit-dev,,stealthy package confusion,"Possible package confusion of [mqlight-dev]

Explanation: Although the names 'whitebit-dev' and 'mqlight-dev' have an edit distance of 7—making them not extremely similar from a strict character substitution perspective—the suspicious metadata raises concerns. The 'whitebit-dev' package provides only a curt description ('security holding package') that is starkly different from the detailed and specific purpose of 'mqlight-dev'. With no clearly established maintainer and with a description that appears to be designed to mislead or conceal functionality, there is reason to suspect malicious intent. Given these points, while the package name is not an intentional mimic based solely on similarity measures (thus not adversarial in naming), the suspicious description makes the overall package suspicious and likely a deceptive typosquat. Risk level: High).",2025-03-04 08:58:32.925,,mqlight-dev
npm,winston-dashboard-vue,,false_positive,Possible package confusion of webpack-dashboard,,,webpack-dashboard
npm,wix-events-backend,,stealthy package confusion,"Possible package confusion of [@wix/events_orders]

Explanation: The package name 'wix-events-backend' shares important components (i.e. the ‘wix’ prefix and ‘events’) with the legitimate '@wix/events_orders' and despite an edit distance of 9, it could confuse users who expect an official Wix product. The change in suffix from '_orders' to '-backend' is a form of delimiter and semantic substitution that may intentionally mimic the official package. There is no evidence (such as an explicit username in the package name) to indicate that this is a fork, and its metadata (description labeled as a 'security holding package' with a bare README) is suspicious. Combined with maintainers listed as ['npm'], which deviate from what one might expect for an official Wix package, these factors lead to a conclusion of an adversarial naming with suspicious intent. Risk level: High).",2025-03-01 07:40:00.569,,@wix/events_orders
npm,wonda,,malware,Possible package confusion of wonka,2024-10-19 16:09:06.025,,wonka
npm,wwact,,stealthy package confusion,"Possible `1-step D-L dist` package confusion of [react]

Explanation: The package name 'wwact' is only two edit operations away from 'react' (with substitution of the first two letters), making it appear intentionally similar and potentially confusing. Based solely on the package name, it qualifies as an adversarial name. There is no indication that it is a fork (no username or explicit fork marker) nor that it has a distinct purpose separate from 'react'. Its description simply provides a deprecation/renaming notice (pointing users to a new package 'lithent') rather than using language suggestive of malicious intent. While its sole maintainer (""kimjinwoo"") is not recognized as a known maintainer in the npm ecosystem for React, this alone does not outweigh the name-based similarity. Overall, the package meets several of the criteria for a potentially deceptive name without strong evidence of benign intent. Risk level: Medium).",,,react
npm,wwwtea,,false_positive,Possible package confusion of inngest,,,inngest
npm,wzhuan-utils,,false_positive,"Possible `simplification` package confusion of [utils]

Explanation: The name 'wzhuan-utils' is formed by simple prefix augmentation of the common package name 'utils', which can easily confuse users. The edit distance is 7, indicating only a minor modification, and the prefix 'wzhuan' might be interpreted as a user/organization name, but it mimics the original name closely. There is no README data in wzhuan-utils and the maintainer is just a single username, which further raises suspicion. Given these factors, the package looks like an obvious fork attempt (not offering a distinct purpose) with an adversarial name intended to mislead users. Risk level: High).",,,utils
npm,x-adapter,,false_positive,"Possible package confusion of [zustand-x]

Explanation: Although the edit distance between 'x-adapter' and 'zustand-x' is 8, the manipulation of the naming sequence (moving 'x' from suffix to prefix and replacing 'zustand' with 'adapter') is a form of sequence reordering and asemantic substitution that can easily confuse users. The provided instructions already assert that x-adapter is considered a fork of zustand-x. Additionally, x-adapter’s description contains only a bare README without any other details, which raises suspicion about its intent. The maintainers listed (['_hoang_']) do not appear to be well‐known, which further increases the risk that this is an adversarial mimic configured to appear as an official fork while lacking distinct functionality. Risk level: High).",,,zustand-x
npm,xai-v2-cor-sdk,,stealthy package confusion,"Possible package confusion of @uniswap/v2-sdk - Explanation: The package 'xai-v2-cor-sdk' has a very similar description to '@uniswap/v2-sdk', including references to Uniswap's documentation and badges. The name 'xai-v2-cor-sdk' is similar enough to '@uniswap/v2-sdk' to potentially confuse users, and the maintainer 'duannian113' is not recognized as a known maintainer in the npm community. These factors suggest it is likely a typosquat.",,,@uniswap/v2-sdk
npm,xai-v2-sdk,,stealthy package confusion,"Possible package confusion of @uniswap/v2-sdk - Explanation: The package 'xai-v2-sdk' has a very similar name and identical description to '@uniswap/v2-sdk', suggesting it might be a typosquat. The maintainer 'duannian113' is not recognized as a known maintainer in the npm community, and the package does not have a distinct purpose or namespace that would indicate it is legitimate.",,,@uniswap/v2-sdk
npm,xastscript,,false_positive,Possible package confusion of hastscript,,,hastscript
npm,xoj,,false_positive,"Possible package confusion of [bfj]

Explanation: The package name 'xoj' is very similar to 'bfj' – both are three-letter names with two letters differing by substitution, which fits common typosquat patterns. There is no indication that 'xoj' is a fork (no explicit forking information or user/description stating it is related), nor does it have an obvious distinct purpose from 'bfj'. Even though its only maintainer is 'configurator' (a potentially legitimate npm user), the close similarity in name makes it potentially confusing. Thus, based solely on the name similarity, 'xoj' appears to be an adversarial name and is flagged as suspicious.Package is adversarial and have similar purpose, so it's likely a typosquat.",,,bfj
npm,xterm-addon-clipboard,,stealthy package confusion,"Possible `scope confusion` package confusion of [@xterm/addon-clipboard]

Explanation: The package name 'xterm-addon-clipboard' is very similar to '@xterm/addon-clipboard' with only a minor difference (edit distance 2) that can easily confuse users. Based solely on the name, it mimics the legitimate package (adversarial name = true) and appears to be a fork given the identical high-level functionality. Though they share a common name structure, there is no clear indication of distinct purpose, and the maintainers ('hktalent') don’t appear to be established in the xterm.js ecosystem. Moreover, the odd description ('aDriv README:') in the suspicious package further raises concerns about potentially malicious intent. All these factors contribute to classifying it as a potential typosquat. Risk level: High).",2025-03-04 23:43:20.697,,@xterm/addon-clipboard
npm,yamoney-react-components,,stealthy package confusion,"Possible package confusion of [@remirror/react-components]

Explanation: The package 'yamoney-react-components' is labeled as a 'security holding package' and has a name that could potentially confuse users due to the inclusion of 'react-components', which is similar to the legitimate package '@remirror/react-components'. The maintainers are listed as 'npm', which is not a known individual or organization, increasing suspicion. The lack of a clear namespace or organizational affiliation further contributes to the suspicion.",2024-12-24 04:43:34.215,,@remirror/react-components
npm,ya-retry,,false_positive,Possible package confusion of ts-retry,,,ts-retry
npm,yhl-utils,,false_positive,Possible package confusion of utils,,,utils
npm,yniks,,stealthy package confusion,"Possible `1-step D-L dist` package confusion of [uniqs]

Explanation: The name 'yniks' is very similar to 'uniqs', differing by only two letters (u→y and q→k), which can easily be confused by users. There is no fork or clear indication of a distinct purpose, and the absence of a README further increases suspicion. The maintainers listed do not align with the legitimate package's known maintainers, contributing to the assessment of adversarial intent.Package is adversarial and have similar purpose, so it's likely a typosquat.",,,uniqs
npm,zafrul-lib,,false_positive,"Possible package confusion of [cspell-lib]

Explanation: The package name 'zafrul-lib' closely mimics 'cspell-lib' with a moderate edit distance, and the structure (using a '-lib' suffix) could confuse users. There is no indication that it is an official fork (no explicit username or fork indicator), and the maintainer 'zafrul75' does not appear to be affiliated with the legitimate package's community. Additionally, the lack of README data is suspicious. While there is no separate malicious description, the name similarity and missing documentation combine to suggest adversarial intent. Risk level: High).",,,cspell-lib
npm,zdog,@types,false_positive,"Possible package confusion of [types]

Explanation: The package '@types/zdog' uses a common namespace '@types/' which is typically used for TypeScript type definitions. However, the legitimate package 'types' has no namespace and lacks README data, making it difficult to determine its purpose. The description of '@types/zdog' is abnormal, and the maintainers list is not informative. These factors contribute to the suspicion of '@types/zdog' being a typosquat.",,,types
